PG.ProteinAccessions,PG.Genes,[1] HF_RCF20200718_52ITDR_0nM_1.raw.PG.Quantity,[2] HF_RCF20200718_52ITDR_0nM_2.raw.PG.Quantity,[3] HF_RCF20200718_52ITDR_0nM_3.raw.PG.Quantity,[4] HF_RCF20200718_52ITDR_0nM_4.raw.PG.Quantity,[5] HF_RCF20200718_52ITDR_0nM_5.raw.PG.Quantity,[6] HF_RCF20200718_52ITDR_2nM_1.raw.PG.Quantity,[7] HF_RCF20200718_52ITDR_2nM_2.raw.PG.Quantity,[8] HF_RCF20200718_52ITDR_2nM_3.raw.PG.Quantity,[9] HF_RCF20200718_52ITDR_2nM_4.raw.PG.Quantity,[10] HF_RCF20200718_52ITDR_2nM_5.raw.PG.Quantity,[11] HF_RCF20200718_52ITDR_20uM_1.raw.PG.Quantity,[12] HF_RCF20200718_52ITDR_20uM_2.raw.PG.Quantity,[13] HF_RCF20200718_52ITDR_20uM_3.raw.PG.Quantity,[14] HF_RCF20200718_52ITDR_20uM_4.raw.PG.Quantity,[15] HF_RCF20200718_52ITDR_20uM_5.raw.PG.Quantity,[16] HF_RCF20200718_52ITDR_40nM_1.raw.PG.Quantity,[17] HF_RCF20200718_52ITDR_40nM_2.raw.PG.Quantity,[18] HF_RCF20200718_52ITDR_40nM_3.raw.PG.Quantity,[19] HF_RCF20200718_52ITDR_40nM_4.raw.PG.Quantity,[20] HF_RCF20200718_52ITDR_40nM_5.raw.PG.Quantity,[21] HF_RCF20200718_52ITDR_800nM_1.raw.PG.Quantity,[22] HF_RCF20200718_52ITDR_800nM_2.raw.PG.Quantity,[23] HF_RCF20200718_52ITDR_800nM_3.raw.PG.Quantity,[24] HF_RCF20200718_52ITDR_800nM_4.raw.PG.Quantity,[25] HF_RCF20200718_52ITDR_800nM_5.raw.PG.Quantity
O00429,DNM1L,1386417.375,1312656.75,943706.0625,764581.0625,574418.125,490307.1563,650686.125,489672.6875,477490.5,436035.9688,455551.5938,445063.5,322157.0625,398124.9375,391042.0625,976979.3125,979819.1875,465048.5625,346567.4688,421776.5,536854.8125,388590.9375,410690.0938,321740.9063,360712.5
O00442,RTCA,72243.52344,76759.89063,77733.19531,84018.09375,72730.9375,71394.83594,78164,77339.8125,73946.1875,69057.51563,76382.89844,85427.92969,77510.35156,76798.45313,80201.05469,100708.5938,85880.3125,80833.50781,78670.97656,74107.24219,79629.875,89731.9375,98337.07031,72347.49219,75462.75
O00443,PIK3C2A,Filtered,1856.538208,1682.081177,2735.178467,1805.400269,2050.921143,2640.330566,2491.603027,2039.953125,1618.937866,1526.767822,2313.811523,1927.513916,1596.578369,2106.234131,2834.679688,2509.965088,2120.801025,2096.931152,1368.219971,2213.560303,2409.641357,2962.336914,1881.095947,2040.046143
O00458,IFRD1,2561.631104,1896.173584,2283.847168,2521.239502,1671.494141,4247.635742,3457.945801,2212.5625,3439.143799,3061.192383,3058.30127,2781.423828,2724.803711,3013.223633,4468.891602,2666.291992,2443.643311,2055.892334,2216.304688,3331.702637,3251.818115,2913.287598,2429.062012,3795.80249,4518.995117
O00459,PIK3R2,24920.8457,28938.93945,28400.73242,30164.48047,26514.59766,23508.11328,28640.69336,26567.87891,25795.3125,24541.9375,26998.80469,30419.94141,36438.50781,28031.73633,25882.33789,29685.29688,27641.08203,27481.26172,27148.13281,23307.45313,27206.83984,25838.98633,29725.27734,22164.16406,26968.09961
O00462,MANBA,141948.4531,149259.7969,146438.7344,148249.4844,151949.3438,154989.4375,149834.9063,159097.0625,149573,159807.1875,147172.5625,154668.8438,151565.625,153536.0313,150742,123034.4766,147726.1406,150577.8125,153448.4844,157933.5625,151988.3906,170567.0313,136371.8438,166847.1563,164163.7031
O00469,PLOD2,20137.05859,20117.54297,19937.9375,24117.00391,19689.22656,19079.51953,20865.48828,20325.19727,21195.72656,20593.37891,20408.36914,21485.21484,19270.67773,20762.45313,22914.99414,23762.34375,20740.97852,19680.4668,20473.25,21431.69531,19079.50391,23789.88477,21455.84961,19131.39258,18503.94922
O00471,EXOC5,26938.66211,27036.39453,28825.76172,30741.62891,25588.36523,24283.67969,27758.07617,25918.85156,27553.79102,25120.92969,24769.78125,26369.41016,24992.13281,27089.79492,29040.44922,35715.78906,29343.71094,26742.57617,27013.53516,23870.16016,28784.81836,26690.91211,30003.7832,24435.07031,27533.51563
O00487,PSMD14,700261.1875,688971.625,715459.1875,753913.375,712558.0625,720654.6875,740456.8125,732618.625,725709.5625,745455.5625,709524.125,731084.5,671979,733248.3125,754610.0625,772868.6875,706951.1875,709007.1875,725191.6875,730580.4375,709081.8125,827602.4375,837034.625,713579.9375,748742.875
O00488,ZNF593,32478.59375,37986.57422,36491.92578,35231.88281,36466.99219,33434.54297,32938.30469,36375.26953,36196.21484,35035.83984,32935.46484,32945.66797,36082.85938,35927.08594,32413.94727,37211.30469,39155.20703,37750.25781,36650.42969,33570.21094,36767.82422,23905.0918,24692.18359,34382.1875,35096.76172
O00505,KPNA3,161234.8281,142502.125,163168.4063,156341.7188,163598.3594,164300.2344,153734.4375,160113.5313,155495.125,165940.9375,153988.8906,164217.3281,143741.0313,155007.3594,151331.5938,160861.0625,153334.2813,154157.25,159527.6406,158333.2344,161547.2969,156952.1094,149226.4688,154956.0313,158623.9844
O00506,STK25,70172.27344,66804.51563,55387.45313,40287.96484,48531.91016,41053.21094,58168.22266,58534.25,49079.27344,49385.42578,73871.02344,90941.39844,72975.00781,57789.88281,79183.36719,75055.84375,69448.41406,49828.03906,42987.28516,47268.60156,64587.875,49055.44922,69861.5625,54958.79297,56563.37891
O00512,BCL9,2237.721924,2447.055176,2588.177246,2339.780029,2901.385986,2841.020752,2722.795654,2829.054688,2815.045166,2934.893555,3623.015137,1869.568481,2679.853271,2974.059326,2784.323975,2850.047363,2789.547119,2370.969971,2704.992188,3142.533691,3815.717773,2016.033936,2116.601318,3882.566406,3623.331787
O00541,PES1,129903.8594,148350.6094,127257.3203,158361.7188,121263.75,127288.4453,139978.5313,137455.0313,134585.4688,123748.3594,130825.3984,154152.0313,137334.6563,131955.8125,146818.5,154894.0313,145834.3281,142546.4219,133106.8906,125882.7969,132881.6406,158412.7813,178450.0781,127459.7656,138009.3438
O00560,SDCBP,35112.52344,37350.42188,40036.14453,50685.5625,45377.12109,44580.58984,44424.74609,51245.96094,44372.60547,46722.71094,40793.41797,46729.71484,51505.57813,58847.51172,54161.73047,48857.42578,43144.98438,49388.08594,54396.19531,46159.23047,44856.41406,55326.03906,43838.77344,44718.48047,41402.21875
O00566,MPHOSPH10,18780.85156,18758.24219,19887.41406,19056.97266,24866.27344,24258.71094,24426.63086,19956.57227,23237.64453,24161.15039,18301.02734,18500.04688,20959.82227,26855.59766,24097.66797,22758.4082,21290.32227,22026.36719,27074.0332,23364.6875,21874.82813,18545.05859,23506.55469,25363.48828,26129.16406
O00567,NOP56,94842.32813,94861.55469,100157.3281,148383.7813,123053.8516,115154.2266,109537.1719,120031.8906,107505.6641,134179.7813,114660.6797,117011.6719,135161.2813,130616.6797,142386.4688,144661.5313,106935.875,120666.1484,123152.4922,121786.9141,114703.9141,127590.2109,105975.8984,118113.0313,108899.3359
O00571,DDX3X,506644.7813,489332.7813,511149.875,546472.75,463410.9375,432055.7813,524809.8125,469698.9063,506853.1563,443603.2188,507115.0313,555741.25,445944,523516.3438,554069.5,643921.875,541143.3125,502629.3125,442647.5625,444795.6875,498309.6875,493064.2813,565171.875,415945.9688,482825.6563
O00584,RNASET2,169439.1719,181063.2813,173028.1875,194902.2813,184518.5313,188479.8906,173350.6563,179783.2813,186417.0469,176410.7813,177352.9375,172415.6719,198463.0938,190820.8281,184289.5781,163682.6563,175364.5625,191757.3125,198863.9688,187563.6719,181713.5781,217080.25,192458.9531,202432.9063,189921.1563
O00625,PIR,82593.29688,76464.82813,74718.85938,71010.26563,76446.21094,78001.91406,76127.46875,74525.58594,80392.34375,85464.41406,85689.17188,71393.41406,66845.875,86283.69531,71487.70313,68981,73758.65625,76456.98438,78259.07813,77679.47656,80697.28125,73089.34375,65027.69141,80384.54688,74941.625
O00629,KPNA4,503349,465988.875,524758,503510.9688,537066.6875,549338.875,511431.8125,536717.0625,532643.9375,557137.75,468913,478932.0313,484449.0938,536250,557766.625,491722.3438,483202.3438,493222.6563,528053.6875,560710.9375,521568.1875,497276.7813,450977.25,535996.75,565912.75
O00712;P08651;Q12857;Q14938,NFIB;NFIC;NFIA;NFIX,26960.36133,22886.00195,26070.29492,21415.28125,26287.73242,25876.20313,26638.91602,21396.64063,28572.51367,30685.57617,22949.42383,26197.0957,21978.35547,27384.0625,23826.89258,22143.80664,23195.07617,19099.9375,19575.01758,24627.56445,25507.20898,14475.97168,17838.01953,25343.32617,29132.35547
O00716,E2F3,1564.359863,796.3393555,1541.393066,2318.581299,2300.138916,2015.274658,1769.418457,1766.421021,1687.078857,1906.04248,1587.705811,2082.258545,1368.759033,1623.897217,2315.739746,1759.429932,1602.759155,1310.852295,1673.677734,1621.556885,2151.824707,1025.871826,2325.862549,Filtered,535.0921021
O00743,PPP6C,190464.8125,205794.8125,202445.25,215561,200781.4688,200440.5625,194993.4688,210192.3125,201858.8438,214972.3281,187816.1563,190339.8438,213372.6875,188995.6094,201386.1719,186516.0625,199707.9844,212965.5625,221503.0781,201936.625,193955.3594,268185.25,255696.3438,206667.4375,199081.1563
O00754,MAN2B1,80047.46875,84565.875,89827.375,86021.53906,93143.74219,91835.16406,91963.13281,90289.08594,88348.50781,94848.92188,90403.82813,83120.48438,89317.79688,90831.42969,94718.32813,79785.48438,89443.45313,86867.64844,95181.125,97178.42969,91632.64844,96343.32031,88037.54688,87637.85938,98980.75781
O00764,PDXK,874811.875,883703.625,886138,923241.5625,908307.5,912809.8125,874955,879921.0625,872514.6875,933706,907398.3125,860131.9375,863616.3125,894410.25,887099.3125,836842.25,852192.25,904814.875,928020.125,895485.375,857420.3125,1020673.938,918352.4375,904151,864991.4375
O14497,ARID1A,294620.0938,287255.2188,283594.2813,312424.9375,157193.3125,296815.4375,303218.9375,255056.7344,267003.1875,250915.375,279496.125,290393.625,281602.7188,239357.5,265103.9688,203188.9688,290047.875,258287.3438,270138.2188,163659.5313,285267.0625,338172.6875,319171,282909.1875,313538.0938
O14508,SOCS2,227281.8438,222751.7344,224657.4688,195171.8125,218223.7969,229545.6094,197871.2188,234807.8906,204626.2969,215132.0938,201540.0781,237055.375,230819.4063,199946.6094,216087.875,206061.2969,210235.8438,211828.125,201003.875,262094.9219,215023.3906,231177.4688,209006.8438,247051.1094,246705.7813
O14519,CDK2AP1,4699.46582,17981.93555,16945.53125,61996.27344,91769.60938,86630.03125,50670.98047,27262.50391,20810.09961,84450.50781,24643.30273,19941.61133,42268.73047,29888.56055,107926.8281,21823.48633,40814.12891,63131.45313,110719.9453,92927.34375,88809.75,74314.71094,61212.49609,13891.26465,19830.69531
O14530,TXNDC9,231909.5,236023.3281,246599.3594,273107.9375,241043.2188,249494.3438,258266.875,242079.2031,242892.2031,255679.6406,235998.0469,244888.2344,238045.5469,245839.0313,258019.1094,258538.3125,248687.6406,252628.1406,241047.0938,259183.1719,245304.8906,313749.5625,285989.5625,258113.1094,284943.8438
O14545,TRAFD1,149852.3281,150110.375,159053.8125,155727.5625,165816.1094,164646.1406,155082.3125,166972.625,161121.1563,176938.875,154231.7656,144058.8906,162131.1563,159941.8438,158388.3594,133464.0938,147464.9844,167452.3125,167440.0938,164534.5469,161853.2969,161308.3594,143650.8281,172359.2656,166640
O14556,GAPDHS,125554.9531,143366.6719,161217.3438,85696.57813,86305,146057.5781,106368.4922,125325.3984,85184.96094,107431.5156,317166.7813,96500.35156,139390.5781,87770.39844,77169.41406,164678.2031,147800.3281,150902.2969,84901.47656,125278.1563,166972.7344,72744.8125,111838.9297,117892.8594,110185.6172
O14561,NDUFAB1,164322.3906,104390.2578,142873.7969,88584.11719,168264.9063,161142.9063,144343.7656,144986.25,153474.8438,164479.625,187933.4063,165963.2031,115459.0234,148182.9688,150904.7188,136563.0156,106656.1328,85956.23438,102629.1328,154084.125,160690.5938,46193.14453,47037.89844,149217.0938,163394.5156
O14562,UBFD1,514237.125,506714.8438,493680,419912.3125,470906.625,491618.2188,464412.0625,476123.1875,487265.375,503352.2188,475617.6875,453681.3438,517059.0938,406809.2813,441616.8438,392957.1875,481008.4063,501595.0938,474944,477242.0313,370884.1875,451092.7188,373424.9688,519974.625,400882.5938
O14578,CIT,35556.53906,38553.64063,41791.66016,44142.63672,38317.89453,42557.28125,39767.52344,39755.88281,39576.92969,44410.40625,53201.41797,56091.5625,48128.30078,44135.15625,45625.71484,45496.54297,43421.84766,37781.63672,39008.53906,43018.03125,47736.25781,50098.46875,49430.82422,39444.06641,31400.17383
O14579,COPE,347765.7188,352185.4688,344886.375,355735.125,348697.0938,355716.2813,351326.75,356848.5938,347438.4688,344829.1875,355500,345998.3438,342385.2813,344374.5,335261.9063,371848,347742.3125,361149.75,336800,353540.5625,351710.1563,361857.0313,363870.25,340813.4688,351902.25
O14617,AP3D1,134366.625,110773.3281,133871.1563,106703.3516,131380.5625,123451.1563,135082.0781,125145.4688,136535.4063,132898.4531,140581.8125,128582.8984,101484.2656,141475.4531,153313.7188,156120.7656,107072.2188,96063.75781,99702.89844,129629.1016,135307.5938,64851.27734,70494.21094,113109.6016,149669.4531
O14618,CCS,496994.2813,513281.0313,531064.625,496248.3125,543438.375,547566.8125,527650,530739.5,523231.2188,558363.0625,503646.0938,482467,504469.8125,538635.375,515076.0938,477139.2813,511230.2813,531605.4375,525051.125,531965.3125,519471.9375,579833,512957.4063,537185.5,564915.625
O14641,DVL2,14687.78027,17341.94727,14792.85938,13627.83691,15726.67285,17321.12695,17640.75,14665.78711,15150.89844,17383.98828,13997.67969,18014.68945,13989.37988,16663.38867,13593.92383,21037.00391,14723.73633,16726.08203,16046.59766,15294.21094,14025.27344,13721.9082,15743.50391,16350.8584,16171.72266
O14662,STX16,8749.770508,7456.984375,8274.926758,7797.361816,9309.713867,7680.491699,10753.27441,7820.92334,8642.102539,9667.46582,7075.962891,9815.286133,8092.562012,8945.317383,9946.057617,9978.286133,8964.416992,8319.113281,7469.354492,6353.42627,7877.791992,9670.064453,10565.84375,8115.589355,10940.67383
O14686,KMT2D,23991.0625,19134.27148,24250.92188,20854.55469,24012.69922,24855.93555,24118.97266,22588.42188,25068.54492,23318.96484,25321.7207,22327.52344,21301.03906,23134.20898,22253.96484,18993.35352,17987.39063,22600.17383,22780.81836,26370.14258,23964.23633,21504.42578,17912.80664,24613.05469,26035.44531
O14727,APAF1,21435.21875,25702.57422,32869.19531,2395.895996,30162.17969,8778.912109,29301.34766,10049.94141,8054.293945,29433.33398,19708.13672,27600.31836,771.3113403,4396.161133,Filtered,31732.38477,19925.88477,27402.22656,20728.96289,3337.039551,28174.75,11740.20898,42084.78125,Filtered,18227.61523
O14730,RIOK3,68041.01563,68687.10938,70754.72656,74890.75,68796.71094,70044.22656,73038.99219,68076.14063,64787.71094,70600.27344,71081.54688,67512.42969,64484.38672,74974.72656,71306.10938,74163.45313,65970.00781,64861.10156,65764.4375,68228.53125,65322.39844,81250,79428.74219,65565.69531,76486.03125
O14732,IMPA2,73686.26563,74724.6875,72539.89844,72648.53125,74943.35156,72758.10938,74161.75781,76817.40625,71287.375,78196.49219,73664.41406,72498.30469,78936.94531,70293.07031,75117.52344,69832.19531,71446.32813,79345.42969,77638.42188,79633.42188,74066.8125,83045.48438,75599.875,82433.17969,82481.98438
O14733,MAP2K7,34453.57031,48208.79688,42427.17969,40513.5625,33474.23438,32610.70898,34919.76563,33873.98047,35859.80469,34307.01172,76643.85156,77461.58594,80255.65625,70287.89844,70413.57813,51933.25781,47066.57813,35265.90234,36522.24219,30265.37305,42014.50391,48649.42969,51584.17578,38452.89844,37957.52734
O14737,PDCD5,2231624,2093130.25,2165958.25,2138115.25,2183970,2242541.75,2089523.75,2193055.5,2160281.5,2192752.25,2239310.25,2045332.5,2249454.5,2210201,2108840.25,1977646.875,2010669.25,2104075.5,2220289.5,2177196.25,2141279.5,2439741.75,2237431,2161095,2271428.75
O14744,PRMT5,1887082.5,1879355.375,1840242.5,1870455.125,1870878.25,1932330.375,1767517.625,1887718.75,1802631.125,1969966,1781338.75,1823697.25,1835040.875,1840633.875,1863925.625,1853048,1774314.125,1886953,1891407.75,1937113.375,1801955.375,2201660,1853006.875,1806628.5,1927160.5
O14745,SLC9A3R1,839616.875,889861.0625,865577.9375,781491.75,889465.1875,884276.5,827519.3125,858274.25,856082.0625,914827,823031.3125,825771.25,886063.3125,867409.0625,775484.6875,715833.25,844304.3125,866097.75,859415.3125,856066.625,892727.875,761599.1875,723145.4375,916626,883798.125
O14757,CHEK1,113869.0234,102645.8594,112430.6953,112219.8594,106074.5234,104411.2109,108650.3047,108959.8281,106435.7188,104786.4141,160215.2188,156545.5156,166057.7969,153807.4844,160730.7969,133057.4688,118607.75,126318.7188,117437.6094,116966.2891,151414.2344,175584.3594,165325.5781,162009.1406,158861.4688
O14772,FPGT,22778.875,22919.79688,19948.17969,20971.82813,23544.51563,22710.92188,19207.00195,24103.16992,22576.49609,26205.14063,22759.39063,22852.63672,22236.75195,21528.08789,20809.20898,18987.49805,22823.74609,23988.5293,20710.47852,23989.69922,25161.0332,17175.90234,21009.4043,22561.26953,23260.71289
O14773,TPP1,192410.5781,219662,216029.25,252722.6406,199316.5156,196850.5625,209597.4219,206567.0156,205186.5938,201026.5,200855.8281,227505.1406,205353.25,213172.9844,220639.3906,255868.7344,223433.5469,220287.3594,213524.2188,206276.9063,213422.1875,256469.5938,282826.2188,209449.0938,146472.1406
O14776,TCERG1,553959.5625,552815.1875,548983.3125,624764.75,541779.25,542874.3125,564405.625,554221.0625,550882.0625,552729.125,550037.1875,565391.5625,536920.5,558281.5625,562993.25,643669.75,584305.4375,553288,561134.375,534738.5625,563030.25,701001.8125,649531.25,524023.4375,556676.25
O14777,NDC80,68776.69531,64332.59766,58293.04297,67926.22656,56209.60547,66229.16406,69333.21094,63601.20703,61874.73047,57042.39063,61886.67969,66994.07813,65922.38281,68398.07813,63669.26172,63778.63672,63306.41797,63166.68359,63557.09766,69726.42188,68202.17188,82170.23438,77772.69531,70389.82813,70827.90625
O14787,TNPO2,69043.77344,71941.875,69616.5,66893.14844,70906.22656,71426.22656,78303.23438,69174.25,73615.19531,77957.86719,71714.40625,73702.375,68854.15625,75841.58594,76145.64063,74919.17188,73664.875,43201.91016,71698.67188,72388.19531,67365.85156,60586.25,60855.34375,65101.375,74134.46875
O14795,UNC13B,20017.60547,19410.4707,16326.34277,19963.94336,16877.14453,17326.55273,20296.86328,19810.8457,15692.72754,17687.73828,17348.98242,19303.64648,19257.35938,15729.80762,17807.89453,30803.24023,24196.38477,19907.55859,16924.13672,13960.22852,19830.59961,14815.11621,19791.98633,15322.85449,14488.44434
O14802,POLR3A,87796.85156,97961.15625,101079.0078,101862.4453,102686.9453,92726.42188,97315.28906,96450.60156,92337.6875,100618.9063,91146.86719,90814.26563,81823.66406,93698.45313,112062.8984,114608.5,101492.875,101657.5234,97370.67188,84574.11719,90848.21094,104015.3516,111862.5,92999.88281,91250.82813
O14818,PSMA7,4814231.5,4797858.5,4814093,4664936,4786256,4960751.5,4673490,4780234,4682124.5,5034891,4796447,4555269.5,4637326.5,4754621.5,4689034.5,4497588,4582836.5,4821096,4730874.5,4934249.5,4860053,4851398,4619826.5,5116350.5,5114502
O14828,SCAMP3,59796.96094,62239.75391,62846.33984,71580.02344,60221.59375,59128.37109,61023.22656,62861.07422,65459.17969,56076.93359,64455.92578,64824.30078,59930.9375,64988.54688,72103.41406,73317.92188,71030.28906,65953.64844,63204.62109,59848.67188,62333.86328,72553.51563,79156.77344,59346.96094,66146.75
O14841,OPLAH,173668.4531,166639.2656,173619.5625,161401.7656,173582.5156,177739.4063,161841.875,165639.8594,165317.7344,173127.7969,170870.6094,168449.4063,171139.375,169192.2188,163329.1563,174084.7188,171204.125,172359.2813,171352.8594,166449.5938,171137.1719,144148.3125,132699.1875,171397.75,170722.0938
O14867,BACH1,46260.86328,47296.80469,45834.55859,41054.59375,44897.75781,47707.64063,43475.91797,45310.5625,40868.26563,44721.82813,40831.39063,39851.85156,43930.91406,39413.62891,46993.39453,38942.38672,48050.65625,44856.44531,49384.66797,54284.04688,50717.32031,48850.80469,40605.75781,46491.41016,48727.32422
O14893,GEMIN2,28283.8418,29644.62695,27977.6875,27132.08203,25519.72266,24532.90039,29124.73047,26289.89648,23292.91211,25499.26563,23542.98242,28684.79492,24722.60352,21063.50391,27047.06836,22036.85547,28786.98047,24714.85938,21729.85156,30925.52734,20983.625,23886.46484,25999.9707,17580.4668,23097.6875
O14908,GIPC1,59883.0625,56851.72266,59469.07813,58379.71094,60590.83203,56226.49609,64323.88281,60905.84375,67247.60156,66814.375,59930.89063,72790.50781,65534.63281,70089.40625,63610.375,70198.67969,70259.26563,63921.58594,62058.51563,64337.66016,67325.38281,56330.94531,60229.14063,59260.98438,67571.72656
O14910;Q9NUP9,LIN7A;LIN7C,32650.09375,36746.4375,32245.11719,42876.08984,26545.14453,37065.88672,30912.5,27284.07617,31500.31055,28899.98828,22565.94922,31458.68359,36499.26172,31762.47852,28368.62891,26955.49414,30719.10547,36434.57031,34331.89063,31936.97656,32127.83398,46388.39063,46157.0625,33105.80469,27804.66797
